Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
C,Block 3,a,Site 2,Transect 3,2011,0,0,42,0
C,Block 3,a,Site 2,Transect 3,2012,11,5,46,0
C,Block 3,a,Site 2,Transect 3,2013,15,0,41,0
C,Block 3,a,Site 2,Transect 3,2014,16,18,0,0
C,Block 3,b,Site 1,Transect 1,2000,19,0,42,0
C,Block 3,b,Site 1,Transect 1,2001,18,0,29,1
C,Block 3,b,Site 1,Transect 1,2002,0,0,28,0
C,Block 3,b,Site 1,Transect 1,2003,15,0,37,1
C,Block 3,b,Site 1,Transect 1,2004,0,20,42,0
C,Block 3,b,Site 1,Transect 1,2005,0,0,41,0
C,Block 3,b,Site 1,Transect 1,2006,25,0,0,0
C,Block 3,b,Site 1,Transect 1,2007,0,0,30,1
C,Block 3,b,Site 1,Transect 1,2008,19,18,35,3
C,Block 3,b,Site 1,Transect 1,2009,0,0,28,0
C,Block 3,b,Site 1,Transect 1,2010,25,24,34,0
C,Block 3,b,Site 1,Transect 1,2011,0,19,0,3
C,Block 3,b,Site 1,Transect 1,2012,17,0,48,0
C,Block 3,b,Site 1,Transect 1,2013,16,16,31,1
C,Block 3,b,Site 1,Transect 1,2014,19,0,28,0
C,Block 3,b,Site 1,Transect 2,2000,11,0,24,1
C,Block 3,b,Site 1,Transect 2,2001,26,18,37,0
C,Block 3,b,Site 1,Transect 2,2002,22,23,35,3
C,Block 3,b,Site 1,Transect 2,2003,18,0,40,0
C,Block 3,b,Site 1,Transect 2,2004,17,0,0,1
C,Block 3,b,Site 1,Transect 2,2005,19,16,36,3
C,Block 3,b,Site 1,Transect 2,2006,NA,23,30,0
C,Block 3,b,Site 1,Transect 2,2007,30,0,32,0
C,Block 3,b,Site 1,Transect 2,2008,26,0,34,3
C,Block 3,b,Site 1,Transect 2,2009,19,0,30,0
C,Block 3,b,Site 1,Transect 2,2010,0,25,39,3
C,Block 3,b,Site 1,Transect 2,2011,14,12,39,2
C,Block 3,b,Site 1,Transect 2,2012,16,0,58,0
C,Block 3,b,Site 1,Transect 2,2013,17,0,30,0
C,Block 3,b,Site 1,Transect 2,2014,19,0,33,4
C,Block 3,b,Site 1,Transect 3,2000,32,0,22,2
C,Block 3,b,Site 1,Transect 3,2001,0,42,20,0
C,Block 3,b,Site 1,Transect 3,2002,0,42,0,0
C,Block 3,b,Site 1,Transect 3,2003,25,0,30,3
C,Block 3,b,Site 1,Transect 3,2004,29,0,22,7
C,Block 3,b,Site 1,Transect 3,2005,0,0,26,0
C,Block 3,b,Site 1,Transect 3,2006,32,0,17,1
C,Block 3,b,Site 1,Transect 3,2007,0,31,0,7
C,Block 3,b,Site 1,Transect 3,2008,0,0,26,3
C,Block 3,b,Site 1,Transect 3,2009,NA,0,26,0
C,Block 3,b,Site 1,Transect 3,2010,0,32,0,0
C,Block 3,b,Site 1,Transect 3,2011,26,36,32,0
C,Block 3,b,Site 1,Transect 3,2012,30,0,47,3
C,Block 3,b,Site 1,Transect 3,2013,38,0,20,0
C,Block 3,b,Site 1,Transect 3,2014,33,0,19,4
C,Block 3,b,Site 2,Transect 1,2000,38,44,20,0
C,Block 3,b,Site 2,Transect 1,2001,34,0,NA,3
C,Block 3,b,Site 2,Transect 1,2002,0,0,27,1
C,Block 3,b,Site 2,Transect 1,2003,40,34,0,0
C,Block 3,b,Site 2,Transect 1,2004,31,0,29,8
C,Block 3,b,Site 2,Transect 1,2005,34,0,0,0
C,Block 3,b,Site 2,Transect 1,2006,36,43,17,4
C,Block 3,b,Site 2,Transect 1,2007,0,0,21,0
C,Block 3,b,Site 2,Transect 1,2008,0,0,18,7
C,Block 3,b,Site 2,Transect 1,2009,33,0,19,1
C,Block 3,b,Site 2,Transect 1,2010,37,42,0,0
C,Block 3,b,Site 2,Transect 1,2011,30,0,28,0
C,Block 3,b,Site 2,Transect 1,2012,0,32,0,0
C,Block 3,b,Site 2,Transect 1,2013,30,35,22,0
C,Block 3,b,Site 2,Transect 1,2014,40,NA,0,5
C,Block 3,b,Site 2,Transect 2,2000,0,0,19,0
C,Block 3,b,Site 2,Transect 2,2001,34,46,20,6
C,Block 3,b,Site 2,Transect 2,2002,33,0,17,2
C,Block 3,b,Site 2,Transect 2,2003,41,0,29,2
C,Block 3,b,Site 2,Transect 2,2004,37,NA,17,0
C,Block 3,b,Site 2,Transect 2,2005,48,0,0,0
C,Block 3,b,Site 2,Transect 2,2006,55,40,10,0
C,Block 3,b,Site 2,Transect 2,2007,0,0,17,0
C,Block 3,b,Site 2,Transect 2,2008,0,29,12,0
C,Block 3,b,Site 2,Transect 2,2009,43,29,0,2
C,Block 3,b,Site 2,Transect 2,2010,0,0,0,0
C,Block 3,b,Site 2,Transect 2,2011,0,0,0,2
C,Block 3,b,Site 2,Transect 2,2012,28,31,32,0
C,Block 3,b,Site 2,Transect 2,2013,37,33,13,1
C,Block 3,b,Site 2,Transect 2,2014,36,0,0,1
C,Block 3,b,Site 2,Transect 3,2000,0,0,30,3
C,Block 3,b,Site 2,Transect 3,2001,20,0,0,2
C,Block 3,b,Site 2,Transect 3,2002,16,0,35,0
C,Block 3,b,Site 2,Transect 3,2003,0,0,47,0
C,Block 3,b,Site 2,Transect 3,2004,24,0,36,0
C,Block 3,b,Site 2,Transect 3,2005,0,21,44,0
C,Block 3,b,Site 2,Transect 3,2006,28,0,30,0
C,Block 3,b,Site 2,Transect 3,2007,20,19,23,1
C,Block 3,b,Site 2,Transect 3,2008,24,0,34,0
C,Block 3,b,Site 2,Transect 3,2009,0,25,40,0
C,Block 3,b,Site 2,Transect 3,2010,0,0,33,0
C,Block 3,b,Site 2,Transect 3,2011,0,0,44,0
C,Block 3,b,Site 2,Transect 3,2012,20,0,0,0
C,Block 3,b,Site 2,Transect 3,2013,0,21,0,0
C,Block 3,b,Site 2,Transect 3,2014,16,0,0,5
C,Block 4,a,Site 1,Transect 1,2000,6,0,48,0
C,Block 4,a,Site 1,Transect 1,2001,9,0,38,0
C,Block 4,a,Site 1,Transect 1,2002,0,0,35,0
C,Block 4,a,Site 1,Transect 1,2003,4,3,0,1
C,Block 4,a,Site 1,Transect 1,2004,0,7,56,0
C,Block 4,a,Site 1,Transect 1,2005,6,0,48,1
C,Block 4,a,Site 1,Transect 1,2006,5,12,47,1
C,Block 4,a,Site 1,Transect 1,2007,7,0,48,0
C,Block 4,a,Site 1,Transect 1,2008,4,7,46,0
C,Block 4,a,Site 1,Transect 1,2009,1,0,45,0
C,Block 4,a,Site 1,Transect 1,2010,8,6,35,0
C,Block 4,a,Site 1,Transect 1,2011,3,0,0,0
C,Block 4,a,Site 1,Transect 1,2012,1,0,54,0
C,Block 4,a,Site 1,Transect 1,2013,2,6,64,0
C,Block 4,a,Site 1,Transect 1,2014,0,0,55,0
C,Block 4,a,Site 1,Transect 2,2000,23,21,0,0
C,Block 4,a,Site 1,Transect 2,2001,34,20,25,0
C,Block 4,a,Site 1,Transect 2,2002,0,31,32,0
C,Block 4,a,Site 1,Transect 2,2003,0,18,45,1
C,Block 4,a,Site 1,Transect 2,2004,NA,19,0,1
C,Block 4,a,Site 1,Transect 2,2005,0,17,48,1
C,Block 4,a,Site 1,Transect 2,2006,19,0,31,0
C,Block 4,a,Site 1,Transect 2,2007,31,22,0,0
C,Block 4,a,Site 1,Transect 2,2008,0,17,33,0
C,Block 4,a,Site 1,Transect 2,2009,0,15,37,0
C,Block 4,a,Site 1,Transect 2,2010,21,0,44,0
C,Block 4,a,Site 1,Transect 2,2011,0,0,35,0
C,Block 4,a,Site 1,Transect 2,2012,12,0,35,0
C,Block 4,a,Site 1,Transect 2,2013,0,19,53,0
C,Block 4,a,Site 1,Transect 2,2014,4,14,45,2
C,Block 4,a,Site 1,Transect 3,2000,0,0,53,2
C,Block 4,a,Site 1,Transect 3,2001,15,0,0,3
C,Block 4,a,Site 1,Transect 3,2002,17,0,31,0
C,Block 4,a,Site 1,Transect 3,2003,20,18,45,0
C,Block 4,a,Site 1,Transect 3,2004,0,15,33,0
C,Block 4,a,Site 1,Transect 3,2005,8,9,46,0
C,Block 4,a,Site 1,Transect 3,2006,0,16,0,5
C,Block 4,a,Site 1,Transect 3,2007,13,13,41,0
C,Block 4,a,Site 1,Transect 3,2008,0,14,45,0
C,Block 4,a,Site 1,Transect 3,2009,9,0,37,0
C,Block 4,a,Site 1,Transect 3,2010,11,0,45,0
C,Block 4,a,Site 1,Transect 3,2011,10,17,0,1
C,Block 4,a,Site 1,Transect 3,2012,0,5,0,0
C,Block 4,a,Site 1,Transect 3,2013,7,13,0,2
C,Block 4,a,Site 1,Transect 3,2014,5,0,55,0
C,Block 4,a,Site 2,Transect 1,2000,31,0,14,0
C,Block 4,a,Site 2,Transect 1,2001,0,0,19,5
C,Block 4,a,Site 2,Transect 1,2002,25,0,19,3
C,Block 4,a,Site 2,Transect 1,2003,0,0,32,3
C,Block 4,a,Site 2,Transect 1,2004,33,0,0,2
C,Block 4,a,Site 2,Transect 1,2005,23,23,33,0
C,Block 4,a,Site 2,Transect 1,2006,22,25,34,0
C,Block 4,a,Site 2,Transect 1,2007,0,20,34,1
C,Block 4,a,Site 2,Transect 1,2008,15,0,28,1
C,Block 4,a,Site 2,Transect 1,2009,0,0,42,0
C,Block 4,a,Site 2,Transect 1,2010,28,0,36,0
C,Block 4,a,Site 2,Transect 1,2011,14,26,24,0
C,Block 4,a,Site 2,Transect 1,2012,0,0,35,0
C,Block 4,a,Site 2,Transect 1,2013,0,18,32,0
C,Block 4,a,Site 2,Transect 1,2014,20,0,40,0
C,Block 4,a,Site 2,Transect 2,2000,0,0,59,0
C,Block 4,a,Site 2,Transect 2,2001,0,0,69,0
C,Block 4,a,Site 2,Transect 2,2002,0,0,70,0
C,Block 4,a,Site 2,Transect 2,2003,0,0,0,0
C,Block 4,a,Site 2,Transect 2,2004,0,0,64,0
C,Block 4,a,Site 2,Transect 2,2005,0,0,49,0
C,Block 4,a,Site 2,Transect 2,2006,0,0,68,0
C,Block 4,a,Site 2,Transect 2,2007,0,0,45,0
C,Block 4,a,Site 2,Transect 2,2008,0,0,55,0
C,Block 4,a,Site 2,Transect 2,2009,0,0,49,0
C,Block 4,a,Site 2,Transect 2,2010,0,0,60,0
C,Block 4,a,Site 2,Transect 2,2011,0,0,65,0
C,Block 4,a,Site 2,Transect 2,2012,0,0,62,0
C,Block 4,a,Site 2,Transect 2,2013,0,0,59,0
C,Block 4,a,Site 2,Transect 2,2014,0,0,53,0
C,Block 4,a,Site 2,Transect 3,2000,3,0,69,0
C,Block 4,a,Site 2,Transect 3,2001,7,0,50,0
C,Block 4,a,Site 2,Transect 3,2002,0,8,0,1
C,Block 4,a,Site 2,Transect 3,2003,2,5,53,0
C,Block 4,a,Site 2,Transect 3,2004,3,3,52,0
C,Block 4,a,Site 2,Transect 3,2005,0,1,56,0
C,Block 4,a,Site 2,Transect 3,2006,0,4,47,0
C,Block 4,a,Site 2,Transect 3,2007,5,3,58,1
C,Block 4,a,Site 2,Transect 3,2008,0,0,0,0
C,Block 4,a,Site 2,Transect 3,2009,0,0,43,0
C,Block 4,a,Site 2,Transect 3,2010,4,6,0,0
C,Block 4,a,Site 2,Transect 3,2011,0,0,0,1
C,Block 4,a,Site 2,Transect 3,2012,0,0,64,0
C,Block 4,a,Site 2,Transect 3,2013,0,0,60,0
C,Block 4,a,Site 2,Transect 3,2014,0,0,NA,0
C,Block 4,b,Site 1,Transect 1,2000,0,7,0,1
C,Block 4,b,Site 1,Transect 1,2001,8,9,44,0
C,Block 4,b,Site 1,Transect 1,2002,8,8,47,0
C,Block 4,b,Site 1,Transect 1,2003,11,0,0,0
C,Block 4,b,Site 1,Transect 1,2004,4,3,49,0
C,Block 4,b,Site 1,Transect 1,2005,0,0,41,0
C,Block 4,b,Site 1,Transect 1,2006,0,0,0,2
C,Block 4,b,Site 1,Transect 1,2007,21,0,42,0
C,Block 4,b,Site 1,Transect 1,2008,13,19,31,1
C,Block 4,b,Site 1,Transect 1,2009,0,0,47,0
C,Block 4,b,Site 1,Transect 1,2010,11,0,44,1
C,Block 4,b,Site 1,Transect 1,2011,0,0,49,0
C,Block 4,b,Site 1,Transect 1,2012,0,2,49,0
C,Block 4,b,Site 1,Transect 1,2013,8,10,0,0
C,Block 4,b,Site 1,Transect 1,2014,0,0,50,0
C,Block 4,b,Site 1,Transect 2,2000,13,0,37,0
C,Block 4,b,Site 1,Transect 2,2001,0,0,39,0
C,Block 4,b,Site 1,Transect 2,2002,0,0,33,0
C,Block 4,b,Site 1,Transect 2,2003,21,0,0,0
C,Block 4,b,Site 1,Transect 2,2004,0,14,33,3
C,Block 4,b,Site 1,Transect 2,2005,16,0,40,0
C,Block 4,b,Site 1,Transect 2,2006,0,0,28,0
C,Block 4,b,Site 1,Transect 2,2007,0,0,0,0
C,Block 4,b,Site 1,Transect 2,2008,0,30,24,0
C,Block 4,b,Site 1,Transect 2,2009,0,0,40,3
C,Block 4,b,Site 1,Transect 2,2010,27,22,30,0
C,Block 4,b,Site 1,Transect 2,2011,0,0,39,0
C,Block 4,b,Site 1,Transect 2,2012,15,0,39,0
C,Block 4,b,Site 1,Transect 2,2013,27,14,36,0
C,Block 4,b,Site 1,Transect 2,2014,28,0,26,0
C,Block 4,b,Site 1,Transect 3,2000,20,0,41,1
C,Block 4,b,Site 1,Transect 3,2001,0,17,0,0
C,Block 4,b,Site 1,Transect 3,2002,10,13,33,0
C,Block 4,b,Site 1,Transect 3,2003,0,10,0,0
C,Block 4,b,Site 1,Transect 3,2004,12,0,36,0
C,Block 4,b,Site 1,Transect 3,2005,12,0,46,0
C,Block 4,b,Site 1,Transect 3,2006,23,0,38,3
C,Block 4,b,Site 1,Transect 3,2007,20,20,0,0
C,Block 4,b,Site 1,Transect 3,2008,21,12,36,0
C,Block 4,b,Site 1,Transect 3,2009,0,0,31,0
C,Block 4,b,Site 1,Transect 3,2010,0,0,57,0
C,Block 4,b,Site 1,Transect 3,2011,12,0,41,0
C,Block 4,b,Site 1,Transect 3,2012,0,0,49,0
C,Block 4,b,Site 1,Transect 3,2013,0,0,33,0
C,Block 4,b,Site 1,Transect 3,2014,20,0,46,2
C,Block 4,b,Site 2,Transect 1,2000,33,0,23,0
C,Block 4,b,Site 2,Transect 1,2001,24,27,0,3
C,Block 4,b,Site 2,Transect 1,2002,0,0,0,0
C,Block 4,b,Site 2,Transect 1,2003,25,0,33,4
C,Block 4,b,Site 2,Transect 1,2004,27,0,30,0
C,Block 4,b,Site 2,Transect 1,2005,35,20,32,3
C,Block 4,b,Site 2,Transect 1,2006,29,32,25,0
C,Block 4,b,Site 2,Transect 1,2007,0,48,24,5
C,Block 4,b,Site 2,Transect 1,2008,0,34,0,0
C,Block 4,b,Site 2,Transect 1,2009,29,0,33,2
C,Block 4,b,Site 2,Transect 1,2010,0,0,0,1
C,Block 4,b,Site 2,Transect 1,2011,25,20,NA,0
C,Block 4,b,Site 2,Transect 1,2012,0,0,28,0
C,Block 4,b,Site 2,Transect 1,2013,28,0,27,0
C,Block 4,b,Site 2,Transect 1,2014,28,31,0,3
C,Block 4,b,Site 2,Transect 2,2000,0,0,70,0
C,Block 4,b,Site 2,Transect 2,2001,0,0,0,0
C,Block 4,b,Site 2,Transect 2,2002,0,0,57,0
C,Block 4,b,Site 2,Transect 2,2003,0,0,52,0
C,Block 4,b,Site 2,Transect 2,2004,0,0,53,NA
C,Block 4,b,Site 2,Transect 2,2005,0,0,51,0
C,Block 4,b,Site 2,Transect 2,2006,0,0,0,0
C,Block 4,b,Site 2,Transect 2,2007,0,0,45,0
C,Block 4,b,Site 2,Transect 2,2008,0,1,62,0
C,Block 4,b,Site 2,Transect 2,2009,0,0,47,0
C,Block 4,b,Site 2,Transect 2,2010,0,0,57,0
C,Block 4,b,Site 2,Transect 2,2011,0,0,52,0
C,Block 4,b,Site 2,Transect 2,2012,0,0,53,0
C,Block 4,b,Site 2,Transect 2,2013,0,0,61,0
C,Block 4,b,Site 2,Transect 2,2014,0,0,0,0
C,Block 4,b,Site 2,Transect 3,2000,6,0,0,0
C,Block 4,b,Site 2,Transect 3,2001,6,0,48,0
C,Block 4,b,Site 2,Transect 3,2002,6,0,47,0
C,Block 4,b,Site 2,Transect 3,2003,0,0,56,0
C,Block 4,b,Site 2,Transect 3,2004,0,4,60,0
C,Block 4,b,Site 2,Transect 3,2005,0,0,51,0
C,Block 4,b,Site 2,Transect 3,2006,6,0,39,0
C,Block 4,b,Site 2,Transect 3,2007,12,0,36,0
C,Block 4,b,Site 2,Transect 3,2008,9,16,59,0
C,Block 4,b,Site 2,Transect 3,2009,8,0,0,0
C,Block 4,b,Site 2,Transect 3,2010,10,0,39,0
C,Block 4,b,Site 2,Transect 3,2011,0,4,0,0
C,Block 4,b,Site 2,Transect 3,2012,0,0,0,0
C,Block 4,b,Site 2,Transect 3,2013,11,0,0,0
C,Block 4,b,Site 2,Transect 3,2014,5,0,0,0
C,Block 5,a,Site 1,Transect 1,2000,0,15,42,0
C,Block 5,a,Site 1,Transect 1,2001,0,15,0,0
C,Block 5,a,Site 1,Transect 1,2002,0,0,35,0
C,Block 5,a,Site 1,Transect 1,2003,25,0,35,0
C,Block 5,a,Site 1,Transect 1,2004,22,21,30,0
C,Block 5,a,Site 1,Transect 1,2005,0,0,37,1
C,Block 5,a,Site 1,Transect 1,2006,0,0,41,3
C,Block 5,a,Site 1,Transect 1,2007,20,24,25,0
C,Block 5,a,Site 1,Transect 1,2008,19,13,42,1
C,Block 5,a,Site 1,Transect 1,2009,22,0,39,0
C,Block 5,a,Site 1,Transect 1,2010,26,0,0,0
C,Block 5,a,Site 1,Transect 1,2011,28,18,46,0
C,Block 5,a,Site 1,Transect 1,2012,0,0,37,0
C,Block 5,a,Site 1,Transect 1,2013,21,24,39,3
C,Block 5,a,Site 1,Transect 1,2014,14,0,34,3
C,Block 5,a,Site 1,Transect 2,2000,0,0,53,1
C,Block 5,a,Site 1,Transect 2,2001,0,17,36,0
C,Block 5,a,Site 1,Transect 2,2002,11,9,51,0
C,Block 5,a,Site 1,Transect 2,2003,11,4,45,0
C,Block 5,a,Site 1,Transect 2,2004,6,0,44,0
C,Block 5,a,Site 1,Transect 2,2005,9,3,44,0
C,Block 5,a,Site 1,Transect 2,2006,18,12,51,0
C,Block 5,a,Site 1,Transect 2,2007,6,11,0,0
C,Block 5,a,Site 1,Transect 2,2008,8,0,35,0
C,Block 5,a,Site 1,Transect 2,2009,0,0,47,0
C,Block 5,a,Site 1,Transect 2,2010,11,10,56,0
C,Block 5,a,Site 1,Transect 2,2011,8,0,51,1
C,Block 5,a,Site 1,Transect 2,2012,3,1,48,0
C,Block 5,a,Site 1,Transect 2,2013,0,7,0,1
C,Block 5,a,Site 1,Transect 2,2014,2,0,0,0
C,Block 5,a,Site 1,Transect 3,2000,0,0,0,0
C,Block 5,a,Site 1,Transect 3,2001,38,0,0,0
C,Block 5,a,Site 1,Transect 3,2002,0,0,20,0
C,Block 5,a,Site 1,Transect 3,2003,0,25,0,3
C,Block 5,a,Site 1,Transect 3,2004,29,27,23,3
C,Block 5,a,Site 1,Transect 3,2005,21,0,34,0
C,Block 5,a,Site 1,Transect 3,2006,0,0,0,1
C,Block 5,a,Site 1,Transect 3,2007,0,0,38,0
C,Block 5,a,Site 1,Transect 3,2008,0,28,25,0
C,Block 5,a,Site 1,Transect 3,2009,22,0,0,1
C,Block 5,a,Site 1,Transect 3,2010,30,0,27,0
C,Block 5,a,Site 1,Transect 3,2011,0,0,28,0
C,Block 5,a,Site 1,Transect 3,2012,0,0,0,0
C,Block 5,a,Site 1,Transect 3,2013,0,0,0,0
C,Block 5,a,Site 1,Transect 3,2014,20,0,37,0
C,Block 5,a,Site 2,Transect 1,2000,13,14,32,3
C,Block 5,a,Site 2,Transect 1,2001,19,26,NA,0
C,Block 5,a,Site 2,Transect 1,2002,21,0,36,0
C,Block 5,a,Site 2,Transect 1,2003,13,13,0,0
C,Block 5,a,Site 2,Transect 1,2004,17,0,0,0
C,Block 5,a,Site 2,Transect 1,2005,11,0,51,0
C,Block 5,a,Site 2,Transect 1,2006,19,0,0,2
C,Block 5,a,Site 2,Transect 1,2007,0,0,0,0
C,Block 5,a,Site 2,Transect 1,2008,9,17,36,2
C,Block 5,a,Site 2,Transect 1,2009,11,0,48,0
C,Block 5,a,Site 2,Transect 1,2010,0,12,42,0
C,Block 5,a,Site 2,Transect 1,2011,13,0,49,0
C,Block 5,a,Site 2,Transect 1,2012,11,0,50,0
C,Block 5,a,Site 2,Transect 1,2013,0,0,47,0
C,Block 5,a,Site 2,Transect 1,2014,0,0,35,1
C,Block 5,a,Site 2,Transect 2,2000,37,37,20,0
C,Block 5,a,Site 2,Transect 2,2001,40,41,0,0
C,Block 5,a,Site 2,Transect 2,2002,40,37,22,0
C,Block 5,a,Site 2,Transect 2,2003,38,32,12,3
C,Block 5,a,Site 2,Transect 2,2004,32,0,0,0
C,Block 5,a,Site 2,Transect 2,2005,53,28,26,0
C,Block 5,a,Site 2,Transect 2,2006,0,46,27,0
C,Block 5,a,Site 2,Transect 2,2007,42,0,23,1
C,Block 5,a,Site 2,Transect 2,2008,41,0,18,0
C,Block 5,a,Site 2,Transect 2,2009,0,42,23,4
C,Block 5,a,Site 2,Transect 2,2010,0,0,26,0
C,Block 5,a,Site 2,Transect 2,2011,31,0,17,0
C,Block 5,a,Site 2,Transect 2,2012,28,0,27,1
C,Block 5,a,Site 2,Transect 2,2013,0,0,23,0
C,Block 5,a,Site 2,Transect 2,2014,25,0,18,1
C,Block 5,a,Site 2,Transect 3,2000,0,0,28,0
C,Block 5,a,Site 2,Transect 3,2001,25,22,26,0
C,Block 5,a,Site 2,Transect 3,2002,17,23,35,0
C,Block 5,a,Site 2,Transect 3,2003,27,0,35,4
C,Block 5,a,Site 2,Transect 3,2004,0,0,0,0
C,Block 5,a,Site 2,Transect 3,2005,0,21,31,0
C,Block 5,a,Site 2,Transect 3,2006,0,26,40,0
C,Block 5,a,Site 2,Transect 3,2007,26,27,0,0
C,Block 5,a,Site 2,Transect 3,2008,0,15,28,0
C,Block 5,a,Site 2,Transect 3,2009,14,18,32,0
C,Block 5,a,Site 2,Transect 3,2010,27,0,32,0
C,Block 5,a,Site 2,Transect 3,2011,17,0,27,0
C,Block 5,a,Site 2,Transect 3,2012,0,0,33,0
C,Block 5,a,Site 2,Transect 3,2013,17,0,36,0
C,Block 5,a,Site 2,Transect 3,2014,20,0,49,0
C,Block 5,b,Site 1,Transect 1,2000,21,0,0,0
C,Block 5,b,Site 1,Transect 1,2001,0,16,28,2
C,Block 5,b,Site 1,Transect 1,2002,25,0,51,0
C,Block 5,b,Site 1,Transect 1,2003,17,0,36,2
C,Block 5,b,Site 1,Transect 1,2004,23,0,36,2
C,Block 5,b,Site 1,Transect 1,2005,24,14,36,0
C,Block 5,b,Site 1,Transect 1,2006,27,28,33,0
C,Block 5,b,Site 1,Transect 1,2007,23,33,28,3
C,Block 5,b,Site 1,Transect 1,2008,17,31,24,0
C,Block 5,b,Site 1,Transect 1,2009,23,0,31,0
C,Block 5,b,Site 1,Transect 1,2010,29,0,31,0
C,Block 5,b,Site 1,Transect 1,2011,0,15,38,0
C,Block 5,b,Site 1,Transect 1,2012,21,18,0,0
C,Block 5,b,Site 1,Transect 1,2013,20,17,37,0
C,Block 5,b,Site 1,Transect 1,2014,0,0,34,2
C,Block 5,b,Site 1,Transect 2,2000,8,0,0,0
C,Block 5,b,Site 1,Transect 2,2001,16,0,41,1
C,Block 5,b,Site 1,Transect 2,2002,17,0,45,0
C,Block 5,b,Site 1,Transect 2,2003,0,0,38,1
C,Block 5,b,Site 1,Transect 2,2004,11,0,58,0
C,Block 5,b,Site 1,Transect 2,2005,9,8,52,0
C,Block 5,b,Site 1,Transect 2,2006,21,18,0,1
C,Block 5,b,Site 1,Transect 2,2007,0,18,34,3
C,Block 5,b,Site 1,Transect 2,2008,24,0,31,0
C,Block 5,b,Site 1,Transect 2,2009,NA,10,43,1
C,Block 5,b,Site 1,Transect 2,2010,0,12,45,0
C,Block 5,b,Site 1,Transect 2,2011,15,10,0,0
C,Block 5,b,Site 1,Transect 2,2012,6,0,0,0
C,Block 5,b,Site 1,Transect 2,2013,0,0,43,2
C,Block 5,b,Site 1,Transect 2,2014,0,0,47,3
C,Block 5,b,Site 1,Transect 3,2000,14,0,24,0
C,Block 5,b,Site 1,Transect 3,2001,29,27,31,0
C,Block 5,b,Site 1,Transect 3,2002,0,0,29,0
C,Block 5,b,Site 1,Transect 3,2003,0,0,39,0
C,Block 5,b,Site 1,Transect 3,2004,0,0,0,0
C,Block 5,b,Site 1,Transect 3,2005,28,26,32,0
C,Block 5,b,Site 1,Transect 3,2006,43,0,19,4
C,Block 5,b,Site 1,Transect 3,2007,31,0,0,6
C,Block 5,b,Site 1,Transect 3,2008,29,0,24,1
C,Block 5,b,Site 1,Transect 3,2009,0,0,23,5
C,Block 5,b,Site 1,Transect 3,2010,33,0,28,0
C,Block 5,b,Site 1,Transect 3,2011,27,0,0,0
C,Block 5,b,Site 1,Transect 3,2012,0,26,29,0
C,Block 5,b,Site 1,Transect 3,2013,0,0,27,0
C,Block 5,b,Site 1,Transect 3,2014,29,30,24,0
C,Block 5,b,Site 2,Transect 1,2000,14,0,41,0
C,Block 5,b,Site 2,Transect 1,2001,18,0,37,0
C,Block 5,b,Site 2,Transect 1,2002,0,0,26,3
C,Block 5,b,Site 2,Transect 1,2003,11,16,32,0
C,Block 5,b,Site 2,Transect 1,2004,0,21,46,1
C,Block 5,b,Site 2,Transect 1,2005,12,17,36,3
C,Block 5,b,Site 2,Transect 1,2006,27,17,28,0
C,Block 5,b,Site 2,Transect 1,2007,23,0,30,2
C,Block 5,b,Site 2,Transect 1,2008,20,21,30,3
C,Block 5,b,Site 2,Transect 1,2009,13,0,35,0
C,Block 5,b,Site 2,Transect 1,2010,18,26,37,0
C,Block 5,b,Site 2,Transect 1,2011,29,0,32,0
C,Block 5,b,Site 2,Transect 1,2012,0,12,47,2
C,Block 5,b,Site 2,Transect 1,2013,0,0,42,0
C,Block 5,b,Site 2,Transect 1,2014,18,22,0,1
C,Block 5,b,Site 2,Transect 2,2000,0,53,0,4
C,Block 5,b,Site 2,Transect 2,2001,40,0,0,0
C,Block 5,b,Site 2,Transect 2,2002,0,0,18,0
C,Block 5,b,Site 2,Transect 2,2003,35,0,0,2
C,Block 5,b,Site 2,Transect 2,2004,0,0,18,4
C,Block 5,b,Site 2,Transect 2,2005,0,39,13,0
C,Block 5,b,Site 2,Transect 2,2006,45,0,14,0
C,Block 5,b,Site 2,Transect 2,2007,39,0,14,3
C,Block 5,b,Site 2,Transect 2,2008,31,36,14,0
C,Block 5,b,Site 2,Transect 2,2009,40,45,18,0
C,Block 5,b,Site 2,Transect 2,2010,44,0,18,0
C,Block 5,b,Site 2,Transect 2,2011,0,0,14,0
C,Block 5,b,Site 2,Transect 2,2012,26,0,27,0
C,Block 5,b,Site 2,Transect 2,2013,32,30,16,0
C,Block 5,b,Site 2,Transect 2,2014,39,0,0,0
C,Block 5,b,Site 2,Transect 3,2000,31,0,22,2
C,Block 5,b,Site 2,Transect 3,2001,0,23,30,0
C,Block 5,b,Site 2,Transect 3,2002,0,24,0,2
C,Block 5,b,Site 2,Transect 3,2003,0,32,37,2
C,Block 5,b,Site 2,Transect 3,2004,0,0,28,0
C,Block 5,b,Site 2,Transect 3,2005,0,0,26,0
C,Block 5,b,Site 2,Transect 3,2006,0,25,20,1
C,Block 5,b,Site 2,Transect 3,2007,40,0,0,2
C,Block 5,b,Site 2,Transect 3,2008,0,0,29,2
C,Block 5,b,Site 2,Transect 3,2009,40,0,0,2
C,Block 5,b,Site 2,Transect 3,2010,0,28,30,0
